case,time_ms,W_N,P_N
a30_mu020,1.70000,0.914990,0.790900
a30_mu020,1.71002,0.822030,0.957830
a30_mu020,1.72005,0.666580,0.895800
a30_mu020,1.73002,0.731080,0.915390
a30_mu020,1.74004,0.892170,0.821440
a30_mu020,1.75001,0.942740,0.932840
a30_mu020,1.76004,0.840830,0.945420
a30_mu020,1.77001,0.690660,0.967740
a30_mu020,1.78003,0.790770,0.911080
a30_mu020,1.79005,0.885820,0.960280
a30_mu020,1.80002,0.984540,0.975210
a30_mu020,1.81004,0.813250,1.008300
a30_mu020,1.82001,0.749230,0.963470
a30_mu020,1.83003,0.798020,0.985810
a30_mu020,1.84005,0.913490,0.991280
a30_mu020,1.85002,1.095300,1.087100
a30_mu020,1.86004,0.880040,0.966620
a30_mu020,1.87000,0.868440,1.054000
a30_mu020,1.88002,0.861480,1.043500
a30_mu020,1.89004,0.994120,1.132400
a30_mu020,1.90000,1.017100,1.053000
a30_mu020,1.91002,0.976670,1.055600
a30_mu020,1.92004,0.861030,1.100800
a30_mu020,1.93000,0.829110,1.144000
a30_mu020,1.94002,1.118100,1.162100
a30_mu020,1.95004,1.001200,1.096600
a30_mu020,1.96005,1.091000,1.152300
a30_mu020,1.97001,0.830800,1.167600
a30_mu020,1.98003,0.995650,1.241600
a30_mu020,1.99004,1.165000,1.206500
a30_mu020,2.00001,1.184900,1.185500
a30_mu020,2.01002,1.082300,1.222800
a30_mu020,2.02003,0.966960,1.272700
a30_mu020,2.03005,1.118000,1.339000
a30_mu020,2.04001,1.232200,1.263600
a30_mu020,2.05002,1.369700,1.296500
a30_mu020,2.06003,1.071200,1.318800
a30_mu020,2.07004,1.141100,1.415200
a30_mu020,2.08000,1.131100,1.396300
a30_mu020,2.09001,1.365700,1.325900
a30_mu020,2.10003,1.369000,1.348300
a30_mu020,2.11004,1.050900,1.343100
a30_mu020,2.12005,1.005000,1.450200
a30_mu020,2.13000,1.158900,1.341100
a30_mu020,2.14001,1.302600,1.372000
a30_mu020,2.15002,1.300700,1.350000
a30_mu020,2.16003,1.044800,1.503600
a30_mu020,2.17004,1.134000,1.462700
a30_mu020,2.18005,1.296800,1.487900
a30_mu020,2.19000,1.502400,1.395900
a30_mu020,2.20001,1.377900,1.555500
a30_mu020,2.21002,1.265000,1.564300
a30_mu020,2.22002,1.299100,1.655800
a30_mu020,2.23003,1.534500,1.491200
a30_mu020,2.24004,1.577700,1.613100
a30_mu020,2.25004,1.482600,1.577900
a30_mu020,2.26005,1.359400,1.722700
a30_mu020,2.27005,1.365400,1.550200
a30_mu020,2.28000,1.567900,1.624000
a30_mu020,2.29001,1.562400,1.552800
a30_mu020,2.30001,1.433700,1.740200
a30_mu020,2.31001,1.284100,1.608400
a30_mu020,2.32002,1.347200,1.677000
a30_mu020,2.33002,1.543600,1.580200
a30_mu020,2.34002,1.525800,1.737900
a30_mu020,2.35002,1.354200,1.664700
a30_mu020,2.36003,1.405300,1.771000
a30_mu020,2.37003,1.348000,1.599600
a30_mu020,2.38003,1.617200,1.779200
a30_mu020,2.39003,1.389900,1.669200
a30_mu020,2.40003,1.448900,1.851800
a30_mu020,2.41003,1.401500,1.707800
a30_mu020,2.42003,1.611900,1.838700
a30_mu020,2.43003,1.719500,1.764700
a30_mu020,2.44002,1.679500,1.925800
a30_mu020,2.45002,1.661100,1.870600
a30_mu020,2.46002,1.654200,1.941100
a30_mu020,2.47002,1.887300,1.891000
a30_mu020,2.48001,1.809100,1.979900
a30_mu020,2.49001,1.910300,1.994100
a30_mu020,2.50001,1.614600,2.011600
a30_mu020,2.51000,1.813400,1.922500
a30_mu020,2.52005,1.726000,1.954400
a30_mu020,2.53004,1.821500,1.970700
a30_mu020,2.54004,1.651100,2.039400
a30_mu020,2.55004,1.610900,1.891700
a30_mu020,2.56003,1.621100,1.970600
a30_mu020,2.57002,1.702000,1.916100
a30_mu020,2.58002,1.758800,2.112700
a30_mu020,2.59001,1.631600,1.935400
a30_mu020,2.60000,1.553700,2.058500
a30_mu020,2.61005,1.602500,1.921500
a30_mu020,2.62004,1.960900,2.175200
a30_mu020,2.63003,1.872800,2.027800
a30_mu020,2.64002,2.093100,2.279300
a30_mu020,2.65001,1.856500,2.072900
a30_mu020,2.66000,2.238500,2.340200
a30_mu020,2.67005,2.143900,2.177700
a30_mu020,2.68004,2.211800,2.341700
a30_mu020,2.69003,1.995300,2.131700
a30_mu020,2.70002,2.000900,2.254200
a30_mu020,2.71001,1.958300,2.170700
a30_mu020,2.72005,1.930300,2.247300
a30_mu020,2.73004,1.900100,2.182200
a30_mu020,2.74003,1.654800,2.153400
a30_mu020,2.75002,1.831400,2.211400
a30_mu020,2.76000,1.660000,2.204900
a30_mu020,2.77004,2.014400,2.281300
a30_mu020,2.78003,1.829500,2.242300
a30_mu020,2.79002,1.985300,2.309900
a30_mu020,2.80000,1.943800,2.350800
a30_mu020,2.81004,2.251800,2.400400
a30_mu020,2.82003,2.278600,2.450500
a30_mu020,2.83001,2.299400,2.423300
a30_mu020,2.84005,2.235800,2.514000
a30_mu020,2.85003,2.202600,2.384400
a30_mu020,2.86002,2.237200,2.498700
a30_mu020,2.87005,2.084300,2.349700
a30_mu020,2.88003,2.099000,2.477900
a30_mu020,2.89001,2.032100,2.381900
a30_mu020,2.90005,2.015500,2.508800
a30_mu020,2.91003,2.131400,2.394600
a30_mu020,2.92001,2.079500,2.512700
a30_mu020,2.93004,2.189900,2.421800
a30_mu020,2.94002,2.168100,2.584400
a30_mu020,2.95005,2.215300,2.573200
a30_mu020,2.96003,2.341900,2.655300
a30_mu020,2.97001,2.431900,2.547800
a30_mu020,2.98004,2.257400,2.619200
a30_mu020,2.99002,2.407000,2.602500
a30_mu020,3.00005,2.347300,2.715900
a30_mu020,3.01002,2.427900,2.592600
a30_mu020,3.02000,2.323800,2.602900
a30_mu020,3.03003,2.194600,2.593800
a30_mu020,3.04000,2.264100,2.712700
a30_mu020,3.05003,2.303900,2.594000
a30_mu020,3.06001,2.228700,2.617500
a30_mu020,3.07004,2.247200,2.570400
a30_mu020,3.08001,2.257400,2.762100
a30_mu020,3.09004,2.267600,2.663200
a30_mu020,3.10001,2.453700,2.702100
a30_mu020,3.11004,2.367000,2.607700
a30_mu020,3.12001,2.686200,2.906600
a30_mu020,3.13004,2.566400,2.787500
a30_mu020,3.14001,2.697300,2.915600
a30_mu020,3.15004,2.616000,2.735200
a30_mu020,3.16001,2.631900,2.850700
a30_mu020,3.17004,2.490500,2.796500
a30_mu020,3.18001,2.340600,2.799100
a30_mu020,3.19004,2.404400,2.715700
a30_mu020,3.20001,2.245800,2.755600
a30_mu020,3.21003,2.377100,2.794000
a30_mu020,3.22001,2.121700,2.774400
a30_mu020,3.23003,2.482400,2.835400
a30_mu020,3.24000,2.376600,2.837900
a30_mu020,3.25002,2.717500,2.960300
a30_mu020,3.26005,2.509900,2.936900
a30_mu020,3.27002,2.836500,2.983400
a30_mu020,3.28004,2.709100,2.991900
a30_mu020,3.29001,2.926100,3.062600
a30_mu020,3.30003,2.728600,3.054800
a30_mu020,3.31005,2.749800,2.983000
a30_mu020,3.32002,2.637200,3.019800
a30_mu020,3.33004,2.539200,2.964000
a30_mu020,3.34001,2.538000,3.002400
a30_mu020,3.35003,2.374100,2.829900
a30_mu020,3.36005,2.473600,2.987200
a30_mu020,3.37002,2.297800,2.909500
a30_mu020,3.38004,2.642800,3.084200
a30_mu020,3.39001,2.503900,2.891900
a30_mu020,3.40002,2.789700,3.109300
a30_mu020,3.41005,2.613700,3.025200
a30_mu020,3.42001,3.093900,3.281800
a30_mu020,3.43003,2.935500,3.114700
a30_mu020,3.44005,3.235900,3.211100
a30_mu020,3.45002,2.861700,3.143900
a30_mu020,3.46003,2.948200,3.253200
a30_mu020,3.47000,2.783900,3.139800
a30_mu020,3.48002,2.598100,2.981900
a30_mu020,3.49004,2.588400,3.035200
a30_mu020,3.50001,2.249000,2.991900
a30_mu020,3.51002,2.530300,3.142700
a30_mu020,3.52004,2.362900,2.904500
a30_mu020,3.53000,2.758000,3.128100
a30_mu020,3.54002,2.556500,3.056700
a30_mu020,3.55003,3.118400,3.391700
a30_mu020,3.56000,2.786100,3.159100
a30_mu020,3.57002,3.427500,3.383800
a30_mu020,3.58003,3.010600,3.212100
a30_mu020,3.59004,3.254700,3.458800
a30_mu020,3.60001,2.875200,3.255700
a30_mu020,3.61002,3.015800,3.296100
a30_mu020,3.62004,2.703800,3.139800
a30_mu020,3.63001,2.719400,3.198300
a30_mu020,3.64002,2.450100,3.183600
a30_mu020,3.65004,2.482700,3.147400
a30_mu020,3.66005,2.679600,3.213200
a30_mu020,3.67001,2.564000,3.162500
a30_mu020,3.68002,2.966900,3.365900
a30_mu020,3.69004,2.762500,3.265300
a30_mu020,3.70000,3.289900,3.519500
a30_mu020,3.71002,3.107500,3.353000
a30_mu020,3.72003,3.461400,3.548300
a30_mu020,3.73005,3.041100,3.340400
a30_mu020,3.74001,3.366300,3.573500
a30_mu020,3.75003,2.829400,3.350300
a30_mu020,3.76004,3.116800,3.394700
a30_mu020,3.77005,2.671000,3.215100
a30_mu020,3.78001,2.720000,3.319600
a30_mu020,3.79002,2.532300,3.283200
a30_mu020,3.80003,3.014100,3.390500
a30_mu020,3.81004,2.830500,3.159800
a30_mu020,3.82005,2.992200,3.427300
a30_mu020,3.83000,2.866800,3.455400
a30_mu020,3.84001,3.064000,3.510400
a30_mu020,3.85002,3.365800,3.409600
a30_mu020,3.86003,3.152400,3.385200
a30_mu020,3.87004,3.259700,3.553200
a30_mu020,3.88005,2.874100,3.483800
a30_mu020,3.89005,3.218700,3.532600
a30_mu020,3.90001,2.879600,3.273700
a30_mu020,3.91002,3.178400,3.484200
a30_mu020,3.92003,2.515800,3.283500
a30_mu020,3.93003,3.047900,3.522900
a30_mu020,3.94005,2.660500,3.320300
a30_mu020,3.95005,3.283300,3.523700
a30_mu020,3.96001,2.845200,3.384900
a30_mu020,3.97001,3.188200,3.627800
a30_mu020,3.98002,2.995000,3.529100
a30_mu020,3.99003,3.524000,3.640700
a30_mu020,4.00004,3.207700,3.520500
a30_mu020,4.01004,3.270700,3.524000
a30_mu020,4.02005,2.998900,3.593500
a30_mu020,4.03000,3.069200,3.542300
a30_mu020,4.04001,3.209300,3.547000
a30_mu020,4.05002,2.881000,3.311200
a30_mu020,4.06003,2.947200,3.537300
a30_mu020,4.07003,2.738600,3.430300
a30_mu020,4.08003,3.168900,3.728200
a30_mu020,4.09005,2.977500,3.321600
a30_mu020,4.10005,3.393100,3.622200
a30_mu020,4.11000,2.891000,3.484500
a30_mu020,4.12000,3.512100,3.902700
a30_mu020,4.13002,3.147500,3.465600
a30_mu020,4.14002,3.562500,3.674600
a30_mu020,4.15003,3.092200,3.439300
a30_mu020,4.16003,3.272000,3.801400
a30_mu020,4.17004,2.901100,3.484700
a30_mu020,4.18005,3.270400,3.574100
a30_mu020,4.19001,2.944600,3.377200
a30_mu020,4.20001,3.000200,3.611400
a30_mu020,4.21002,2.907000,3.560000
a30_mu020,4.22002,3.050500,3.574300
a30_mu020,4.23003,3.286600,3.567800
a30_mu020,4.24003,3.187200,3.530200
a30_mu020,4.25003,3.309600,3.778300
a30_mu020,4.26004,3.061400,3.627000
a30_mu020,4.27004,3.503400,3.790900
a30_mu020,4.28005,3.226600,3.505500
a30_mu020,4.29000,3.524300,3.742900
a30_mu020,4.30001,2.885700,3.492100
a30_mu020,4.31001,3.276300,3.815100
a30_mu020,4.32002,2.948900,3.514100
a30_mu020,4.33002,3.323300,3.693500
a30_mu020,4.34003,2.970200,3.405200
a30_mu020,4.35003,3.133100,3.756000
a30_mu020,4.36003,2.939000,3.622000
a30_mu020,4.37003,3.340000,3.731800
a30_mu020,4.38004,3.214900,3.515700
a30_mu020,4.39004,3.337000,3.679100
a30_mu020,4.40005,3.252500,3.765300
a30_mu020,4.41005,3.199800,3.702000
a30_mu020,4.42005,3.468300,3.652600
a30_mu020,4.43000,3.218900,3.570500
a30_mu020,4.44000,3.329200,3.763600
a30_mu020,4.45001,3.055900,3.646100
a30_mu020,4.46001,3.198800,3.725800
a30_mu020,4.47002,3.041000,3.506000
a30_mu020,4.48001,3.374400,3.675900
a30_mu020,4.49001,2.962200,3.634000
a30_mu020,4.50001,3.250800,3.742400
a30_mu020,4.51002,3.019000,3.650600
a30_mu020,4.52002,3.322500,3.679200
a30_mu020,4.53002,3.246700,3.621400
a30_mu020,4.54002,3.294100,3.708200
a30_mu020,4.55003,3.220900,3.775200
a30_mu020,4.56003,3.361900,3.696300
a30_mu020,4.57004,3.251200,3.654500
a30_mu020,4.58004,3.277900,3.590400
a30_mu020,4.59004,3.297300,3.782400
a30_mu020,4.60004,3.159700,3.698500
a30_mu020,4.61004,3.294500,3.726600
a30_mu020,4.62005,3.046400,3.521100
a30_mu020,4.63005,3.188300,3.760500
a30_mu020,4.64005,3.153800,3.666500
a30_mu020,4.65005,3.183800,3.758300
a30_mu020,4.66000,3.138000,3.544600
a30_mu020,4.67000,3.266000,3.689400
a30_mu020,4.68005,3.136200,3.707500
a30_mu020,4.69005,3.293400,3.767600
a30_mu020,4.70005,3.231000,3.665100
a30_mu020,4.71000,3.175700,3.545500
a30_mu020,4.72000,3.244100,3.772900
a30_mu020,4.73000,3.084300,3.682100
a30_mu020,4.74000,3.280700,3.833000
a30_mu020,4.75000,3.276400,3.604900
a30_mu020,4.76000,3.251900,3.752800
a30_mu020,4.77000,3.148800,3.690400
a30_mu020,4.78000,3.191800,3.760100
a30_mu020,4.79005,3.147500,3.788700
a30_mu020,4.80000,3.256000,3.734800
a30_mu020,4.81000,3.116500,3.630200
a30_mu020,4.82005,3.265500,3.614100
a30_mu020,4.83005,3.226900,3.813300
a30_mu020,4.84005,3.168600,3.739400
a30_mu020,4.85005,3.240500,3.663900
a30_mu020,4.86005,3.254900,3.603300
a30_mu020,4.87005,3.280200,3.758600
a30_mu020,4.88005,3.161800,3.770000
a30_mu020,4.89005,3.080900,3.723700
a30_mu020,4.90005,3.241600,3.707000
a30_mu020,4.91005,3.260500,3.685700
a30_mu020,4.92005,3.224400,3.729400
a30_mu020,4.93005,3.252500,3.714700
a30_mu020,4.94005,3.185300,3.781200
a30_mu020,4.95005,3.280500,3.686800
a30_mu020,4.96005,3.169500,3.645600
a30_mu020,4.97005,3.160400,3.706300
a30_mu020,4.98005,3.211800,3.778600
a30_mu020,4.99005,3.215200,3.729200
a30_mu020,5.00000,3.246300,3.604800
a30_mu020,5.01005,3.235700,3.725900
a30_mu020,5.02005,3.151900,3.752600
a30_mu020,5.03005,3.248300,3.737400
a30_mu020,5.04005,3.153300,3.634200
a30_mu020,5.05005,3.201900,3.663500
a30_mu020,5.06005,3.224900,3.724900
a30_mu020,5.07005,3.215600,3.697800
a30_mu020,5.08005,3.214700,3.713000
a30_mu020,5.09005,3.190600,3.646600
a30_mu020,5.10005,3.217200,3.650000
a30_mu020,5.11005,3.240800,3.714900
a30_mu020,5.12005,3.093200,3.787200
a30_mu020,5.13005,3.193200,3.741100
a30_mu020,5.14000,3.294600,3.616900
a30_mu020,5.15000,3.210700,3.665000
a30_mu020,5.16005,3.205900,3.768100
a30_mu020,5.17005,3.111500,3.801100
a30_mu020,5.18000,3.260600,3.653300
a30_mu020,5.19001,3.206000,3.638300
a30_mu020,5.20000,3.148800,3.685600
a30_mu020,5.21000,3.209900,3.780100
a30_mu020,5.22000,3.248500,3.757500
a30_mu020,5.23001,3.208300,3.681400
a30_mu020,5.24001,3.229700,3.701200
a30_mu020,5.25001,3.144400,3.688700
a30_mu020,5.26000,3.241900,3.799600
a30_mu020,5.27001,3.163100,3.743200
a30_mu020,5.28001,3.181200,3.688400
a30_mu020,5.29001,3.299800,3.634900
a30_mu020,5.30001,3.218000,3.704100
a30_mu020,5.31001,3.179300,3.781200
a30_mu020,5.32001,3.156600,3.681100
a30_mu020,5.33002,3.200200,3.665900
a30_mu020,5.34002,3.262000,3.663300
a30_mu020,5.35001,3.150100,3.776200
a30_mu020,5.36001,3.202800,3.706600
a30_mu020,5.37001,3.294900,3.686500
a30_mu020,5.38002,3.200100,3.666800
a30_mu020,5.39002,3.214700,3.690000
a30_mu020,5.40001,3.127800,3.730000
a30_mu020,5.41002,3.194600,3.680400
a30_mu020,5.42002,3.236800,3.698000
a30_mu020,5.43003,3.208300,3.611000
a30_mu020,5.44002,3.213800,3.704200
a30_mu020,5.45002,3.222500,3.757600
a30_mu020,5.46002,3.148500,3.743500
a30_mu020,5.47003,3.223300,3.654600
a30_mu020,5.48003,3.144700,3.633100
a30_mu020,5.49002,3.220300,3.785400
a30_mu030,0.00000,0.000000,0.000000
a30_mu030,0.01005,0.000000,0.000000
a30_mu030,0.02004,0.000000,0.000000
a30_mu030,0.03003,0.000000,0.000000
a30_mu030,0.04002,0.000000,0.000000
a30_mu030,0.05002,0.000000,0.000000
a30_mu030,0.06001,0.000000,0.000000
a30_mu030,0.07000,0.000000,0.000000
a30_mu030,0.08005,0.000000,0.000000
a30_mu030,0.09004,0.000000,0.000000
a30_mu030,0.10004,0.000000,0.000000
a30_mu030,0.11003,0.000000,0.000000
a30_mu030,0.12002,0.000000,0.000000
a30_mu030,0.13002,0.000000,0.000000
a30_mu030,0.14001,0.000000,0.000000
a30_mu030,0.15000,0.000000,0.000000
a30_mu030,0.16005,0.000000,0.000000
a30_mu030,0.17004,0.000000,0.000000
a30_mu030,0.18003,0.000000,0.000000
a30_mu030,0.19003,0.000000,0.000000
a30_mu030,0.20002,0.000000,0.000000
a30_mu030,0.21001,0.000000,0.000000
a30_mu030,0.22001,0.000000,0.000000
a30_mu030,0.23005,0.000000,0.000000
a30_mu030,0.24004,0.000000,0.000000
a30_mu030,0.25004,0.000000,0.000000
a30_mu030,0.26003,0.000000,0.000000
a30_mu030,0.27002,0.000000,0.000000
a30_mu030,0.28002,0.000000,0.000000
a30_mu030,0.29001,0.000000,0.000000
a30_mu030,0.30000,0.000000,0.000000
a30_mu030,0.31005,0.000000,0.000000
a30_mu030,0.32004,0.000000,0.000000
a30_mu030,0.33003,0.000000,0.000000
a30_mu030,0.34003,0.000000,0.000000
a30_mu030,0.35002,0.000000,0.000000
a30_mu030,0.36001,0.000000,0.000000
a30_mu030,0.37001,0.000000,0.000000
a30_mu030,0.38005,0.000000,0.000000
a30_mu030,0.39004,0.000000,0.000000
a30_mu030,0.40004,0.000000,0.000000
a30_mu030,0.41003,0.000000,0.000000
a30_mu030,0.42002,0.000000,0.000000
a30_mu030,0.43002,0.000000,0.000000
a30_mu030,0.44001,0.000000,0.000000
a30_mu030,0.45000,0.000000,0.000000
a30_mu030,0.46005,0.000000,0.000000
a30_mu030,0.47004,0.000000,0.000000
a30_mu030,0.48003,0.000000,0.000000
a30_mu030,0.49003,0.000000,0.000000
a30_mu030,0.50002,0.000000,0.000000
a30_mu030,0.51001,0.000000,0.000000
a30_mu030,0.52001,0.000000,0.000000
a30_mu030,0.53005,0.000000,0.000000
a30_mu030,0.54004,0.000000,0.000000
a30_mu030,0.55004,0.000000,0.000000
a30_mu030,0.56003,0.000000,0.000000
a30_mu030,0.57002,0.000000,0.000000
a30_mu030,0.58002,0.000000,0.000000
a30_mu030,0.59001,0.000000,0.000000
a30_mu030,0.60000,0.000000,0.000000
a30_mu030,0.61005,0.000000,0.000000
a30_mu030,0.62004,0.000000,0.000000
a30_mu030,0.63004,0.000000,0.000000
a30_mu030,0.64003,0.006639,0.035937
a30_mu030,0.65002,0.092725,0.017833
a30_mu030,0.66001,0.001585,0.024909
a30_mu030,0.67001,0.036528,0.022555
a30_mu030,0.68005,0.015936,0.035926
a30_mu030,0.69004,0.019991,0.030049
a30_mu030,0.70004,0.073359,0.046259
a30_mu030,0.71003,0.060793,0.007451
a30_mu030,0.72002,0.137090,0.011813
a30_mu030,0.73001,0.036749,0.069022
a30_mu030,0.74000,0.021958,0.005517
a30_mu030,0.75005,0.099470,0.018509
a30_mu030,0.76004,0.028207,0.032184
a30_mu030,0.77003,0.034277,0.097248
a30_mu030,0.78002,0.083342,0.073738
a30_mu030,0.79002,0.148210,0.046289
a30_mu030,0.80001,0.199030,0.064670
a30_mu030,0.81000,0.094437,0.109190
a30_mu030,0.82004,0.201360,0.135670
a30_mu030,0.83004,0.120450,0.083280
a30_mu030,0.84003,0.307790,0.091345
a30_mu030,0.85002,0.159470,0.119760
a30_mu030,0.86001,0.219990,0.158560
a30_mu030,0.87005,0.220920,0.136360
a30_mu030,0.88004,0.243610,0.097860
a30_mu030,0.89003,0.285680,0.143740
a30_mu030,0.90002,0.192290,0.159470
a30_mu030,0.91001,0.271060,0.196510
a30_mu030,0.92000,0.228580,0.111540
a30_mu030,0.93005,0.308130,0.154910
a30_mu030,0.94004,0.188150,0.159260
a30_mu030,0.95003,0.271530,0.217690
a30_mu030,0.96002,0.222670,0.159670
a30_mu030,0.97001,0.274530,0.146310
a30_mu030,0.98005,0.249280,0.174590
a30_mu030,0.99004,0.156090,0.206580
a30_mu030,1.00003,0.275120,0.213620
a30_mu030,1.01002,0.186580,0.149330
a30_mu030,1.02000,0.287480,0.182460
a30_mu030,1.03005,0.147350,0.204950
a30_mu030,1.04003,0.196430,0.242180
a30_mu030,1.05002,0.204880,0.188510
a30_mu030,1.06001,0.240040,0.173380
a30_mu030,1.07005,0.205730,0.217990
a30_mu030,1.08004,0.131910,0.246160
a30_mu030,1.09003,0.210710,0.251420
a30_mu030,1.10001,0.182160,0.181220
a30_mu030,1.11005,0.293200,0.227880
a30_mu030,1.12004,0.111500,0.251070
a30_mu030,1.13003,0.220710,0.290990
a30_mu030,1.14001,0.191080,0.235210
a30_mu030,1.15005,0.236230,0.228070
a30_mu030,1.16004,0.290370,0.287950
a30_mu030,1.17002,0.222410,0.283100
a30_mu030,1.18001,0.338770,0.328650
a30_mu030,1.19005,0.214650,0.247190
a30_mu030,1.20003,0.363490,0.347260
a30_mu030,1.21002,0.278880,0.311310
a30_mu030,1.22000,0.453680,0.403200
a30_mu030,1.23004,0.347730,0.302880
a30_mu030,1.24002,0.464010,0.374610
a30_mu030,1.25001,0.346130,0.374680
a30_mu030,1.26004,0.473790,0.442790
a30_mu030,1.27003,0.553210,0.393910
a30_mu030,1.28001,0.481320,0.385360
a30_mu030,1.29005,0.561590,0.420570
a30_mu030,1.30003,0.374020,0.465400
a30_mu030,1.31001,0.621690,0.478570
a30_mu030,1.32005,0.542790,0.415030
a30_mu030,1.33003,0.640380,0.438540
a30_mu030,1.34001,0.442360,0.481490
a30_mu030,1.35005,0.529770,0.512070
a30_mu030,1.36003,0.525240,0.484550
a30_mu030,1.37001,0.641270,0.429650
a30_mu030,1.38005,0.567820,0.510530
a30_mu030,1.39003,0.423370,0.511850
a30_mu030,1.40001,0.547290,0.570620
a30_mu030,1.41004,0.479670,0.446560
a30_mu030,1.42002,0.692000,0.528810
a30_mu030,1.43000,0.456570,0.504420
a30_mu030,1.44003,0.506390,0.612290
a30_mu030,1.45001,0.475510,0.513940
a30_mu030,1.46005,0.600030,0.540650
a30_mu030,1.47003,0.617580,0.533900
a30_mu030,1.48000,0.537020,0.617720
a30_mu030,1.49004,0.558670,0.612150
a30_mu030,1.50001,0.535940,0.579780
a30_mu030,1.51005,0.738150,0.597190
a30_mu030,1.52002,0.581310,0.631300
a30_mu030,1.53005,0.748500,0.678910
a30_mu030,1.54003,0.573860,0.653260
a30_mu030,1.55001,0.858920,0.659710
a30_mu030,1.56003,0.729060,0.665770
a30_mu030,1.57001,0.787420,0.712330
a30_mu030,1.58004,0.672940,0.724330
a30_mu030,1.59001,0.791430,0.702630
a30_mu030,1.60004,0.797360,0.743280
a30_mu030,1.61001,0.797240,0.713080
a30_mu030,1.62004,0.833310,0.809860
a30_mu030,1.63002,0.711710,0.728530
a30_mu030,1.64004,0.935220,0.807950
a30_mu030,1.65002,0.736790,0.725950
a30_mu030,1.66004,0.949190,0.864390
a30_mu030,1.67001,0.777560,0.798720
a30_mu030,1.68004,0.918030,0.867990
a30_mu030,1.69001,0.850970,0.780150
a30_mu030,1.70003,0.908260,0.881570
a30_mu030,1.71000,0.909340,0.874880
a30_mu030,1.72003,0.941760,0.897440
